Country,Year,pop,Region,SubRegion,ISO3166_alpha3,elect_twh,electbyfuel_total,electbyfuel_coal,electbyfuel_gas,electbyfuel_oil,electbyfuel_nuclear,electbyfuel_hydro,hydro_twh,electbyfuel_ren_power,wind_twh,solar_twh,electbyfuel_other,biogeo_twh,co2_combust_mtco2,co2_combust_pc,ren_power_share
India,1986,790.689978,Asia Pacific,Asia Pacific,IND,202.6772014,202.6772014,129.902,3.682,11.504,5.0204384,52.568763,52.568763,0.0,0,0,0.0,0.0,437.9351252,0.007719999,25.937186144706654
India,1987,808.93127,Asia Pacific,Asia Pacific,IND,223.6694902,223.6694902,152.8,4.235,12.351,5.3209576,48.9625326,48.9625326,0.0,0,0,0.0,0.0,474.7950748,0.008023269,21.890572807323366
India,1988,827.34299,Asia Pacific,Asia Pacific,IND,241.3046202,241.3046202,164.676,3.604,12.333,6.076675,54.6149452,54.6149452,0.0,0,0,0.0,0.0,511.7503507,0.008538521,22.63319498596157
India,1989,846.039529,Asia Pacific,Asia Pacific,IND,272.4464306,272.4464306,184.975,7.275,12.805,4.021654,63.3697766,63.3697766,0.0,0,0,0.0,0.0,558.9698681,0.009120483,23.25953636479758
India,1990,864.972222,Asia Pacific,Asia Pacific,IND,287.7628268,287.7628268,191.633,9.958,13.312,6.3948718,66.3970656,66.3970656,0.067889367,0,0,0.0,0.037586336,602.0639956,0.00957548,23.097130267348348
India,1991,883.9276,Asia Pacific,Asia Pacific,IND,320.4576307,320.4576307,214.118,13.355,13.444,5.413765,73.9188844,73.9188844,0.207981321,0,0,0.0,0.095071321,634.8807151,0.00988722,23.131565180419965
India,1992,902.95707,Asia Pacific,Asia Pacific,IND,337.1533207,337.1533207,229.412,16.258,14.811,6.4037106,70.0607482,70.0607482,0.207861892,0,0,0.0,0.119391892,671.9163867,0.010177649,20.841737505686684
India,1993,922.118387,Asia Pacific,Asia Pacific,IND,362.1762511,362.1762511,252.784,17.878,14.208,6.2269346,70.732497,70.732497,0.34681955,0,0,0.0,0.25204955,694.0449327,0.010213974,19.62561496898768
India,1994,941.163767,Asia Pacific,Asia Pacific,IND,387.9669839,387.9669839,264.609,21.882,15.747,4.9453086,80.21211,80.21211,0.571565285,0,0,0.0,0.380285285,724.7865618,0.010546131,20.822306700670772
India,1995,960.301044,Asia Pacific,Asia Pacific,IND,427.1487739,427.1487739,296.292,29.434,16.826,7.6146262,75.9208726,75.9208726,1.061275146,0,0,0.0,0.563795045,773.4166961,0.011108209,18.022326751199415
India,1996,979.678458,Asia Pacific,Asia Pacific,IND,443.2054131,443.2054131,312.234,32.024,19.848,8.4012794,69.0575444,69.0575444,1.640589255,0,0,0.0,0.756148649,812.4526643,0.011323994,15.951550131236425
India,1997,999.133762,Asia Pacific,Asia Pacific,IND,469.1535477,469.1535477,325.827,40.179,20.889,10.0718126,70.2110078,70.2110078,1.975727273,0,0,0.0,0.981666667,854.9767694,0.011717386,15.386590472754941
India,1998,1018.66508,Asia Pacific,Asia Pacific,IND,505.0784302,505.0784302,336.484,50.175,21.038,11.3711162,83.6327256,83.6327256,2.377588384,0,0,0.0,1.292527778,895.6974019,0.012190649,17.0291005992756
India,1999,1038.225823,Asia Pacific,Asia Pacific,IND,547.3624648,547.3624648,365.436,59.009,24.802,12.727872,82.2494534,82.2494534,3.138139435,0,0,0.0,1.686078829,914.3058076,0.012296848,15.599826134625369
India,2000,1057.922733,Asia Pacific,Asia Pacific,IND,571.3939361,571.3939361,390.233,55.964,29.163,15.7684192,76.9903674,76.9903674,3.275149536,0,0,0.0,1.686078829,959.8547551,0.012677149,14.0473168973135
India,2001,1077.898575,Asia Pacific,Asia Pacific,IND,586.0927384,586.0927384,408.291,55.934,26.791,18.8885156,72.0229618,72.0229618,4.165261036,0,0,0.0,2.069149925,968.5473113,0.012493888,12.99934598131851
India,2002,1097.60038,Asia Pacific,Asia Pacific,IND,609.6504786,609.6504786,426.701,62.885,27.929,19.3525526,68.544894,68.544894,4.238031989,0,0,0.0,2.139900676,1012.004956,0.012695796,11.93846778503948
India,2003,1116.803006,Asia Pacific,Asia Pacific,IND,638.1310102,638.1310102,441.472,72.802,31.086,18.141637,69.296192,69.296192,5.333181181,0,0,0.0,2.712539565,1052.522333,0.012922024,11.69499240565194
India,2004,1135.991513,Asia Pacific,Asia Pacific,IND,698.300975,698.300975,463.005,76.577,28.269,21.256,100.636,100.636,8.557974956,0,0,0.0,3.314363138,1115.56787,0.013793717,15.637093297198962
India,2005,1154.676322,Asia Pacific,Asia Pacific,IND,704.5093182,704.5093182,478.485,75.467,25.366,17.727,97.42,97.42,10.04431823,0,0,0.0,4.035136411,1203.539919,0.014367924,15.253782377863798
India,2006,1172.87889,Asia Pacific,Asia Pacific,IND,744.4262523,744.4262523,505.4645698,74.70422108,19.07686914,17.63176,112.6173323,112.6173323,14.9315,0,0,0.0,5.587,1255.419362,0.014901384,17.13384393765287
India,2007,1190.676021,Asia Pacific,Asia Pacific,IND,796.265175,796.265175,533.26517,90.0469375,13.36339,17.83178,122.6130975,122.6130975,19.1448,0,0,0.0,7.403,1366.685014,0.015930661,17.80285035070132
India,2008,1207.930964,Asia Pacific,Asia Pacific,IND,828.4135525,828.4135525,573.1229875,85.88126,15.266355,15.23073,115.16902,115.16902,23.7432,0,0,0.0,9.302,1466.057938,0.016619745,16.768462995419185
India,2009,1225.524753,Asia Pacific,Asia Pacific,IND,878.6223717,878.6223717,611.1145775,104.367325,13.08314,16.81618,106.3380275,106.3380275,26.90312173,0,0,0.0,10.55712173,1592.28627,0.017590997,15.164779946611048
India,2010,1243.481564,Asia Pacific,Asia Pacific,IND,936.3916184,936.3916184,642.9701325,118.027315,10.7799825,23.08211,108.7440975,108.7440975,32.78798091,0,0,0.0,13.21858091,1644.473694,0.018088249,15.114624653714223
India,2011,1261.224954,Asia Pacific,Asia Pacific,IND,1032.332048,1032.332048,701.25486,117.55915,9.3527675,32.22365,131.7045975,131.7045975,40.23702312,0,0,0.0,15.45772312,1711.557933,0.018801751,16.655650762088907
India,2012,1278.674502,Asia Pacific,Asia Pacific,IND,1088.417914,1088.417914,787.130205,96.2533325,10.07066,33.13971,115.776375,115.776375,46.0476315,0,0,0.0,16.5160315,1831.368394,0.0195327,14.867819099493431
India,2013,1295.829511,Asia Pacific,Asia Pacific,IND,1141.23409,1141.23409,847.9688012,66.31057768,10.65009381,33.30824,131.98302,131.98302,51.01335686,0,0,0.0,17.57295686,1898.329604,0.019900012,16.034955357844243
India,2014,1312.277191,Asia Pacific,Asia Pacific,IND,1258.688949,1258.688949,949.9307584,64.01464495,11.34583242,34.68574,138.9962925,138.9962925,59.50888095,0,0,0.2068,21.14498095,2048.567271,0.020993914,15.77078861363706
India,2015,1328.024498,Asia Pacific,Asia Pacific,IND,1310.559783,1310.559783,1006.55463,64.76842313,9.121575571,38.30752,133.4750835,133.4750835,58.19486631,0,0,0.137685,18.36093479,2120.485219,0.02139491,14.625044373881876
India,2016,1343.944296,Asia Pacific,Asia Pacific,IND,1394.946341,1394.946341,1073.604178,72.62398578,9.304666669,37.89756,128.5546316,128.5546316,72.85721429,0,0,0.104105,17.2016185,2216.561454,0.022133569,14.438680540615861
India,2017,1359.6574,Asia Pacific,Asia Pacific,IND,1462.397918,1462.397918,1115.236599,74.99149551,8.624189929,37.41445,135.9790934,135.9790934,89.98185607,0,0,0.170235,14.9877517,2292.054338,0.022695436,15.451399833707915
India,2018,1374.659064,Asia Pacific,Asia Pacific,IND,1571.659715,1571.659715,1198.86085,71.25670685,6.197143455,39.0507,139.9225083,139.9225083,116.1656958,0,0,0.20611,18.40330491,2390.678019,0.023735411,16.294125353973328
India,2019,1389.030312,Asia Pacific,Asia Pacific,IND,1611.178293,1611.178293,1198.76042,71.94891138,2.876330622,45.16289,162.2853901,162.2853901,129.9528454,0,0,0.191505,18.9881141,2416.74571,0.024055445,18.138168616699453
India,2020,1402.617695,Asia Pacific,Asia Pacific,IND,1570.975728,1570.975728,1143.77784,74.79447,2.4863,44.61314,163.9411643,163.9411643,140.7573252,0,0,0.605488864,19.88381033,2247.668782,0.02256637,19.395493136479576
India,2021,1414.203896,Asia Pacific,Asia Pacific,IND,1683.312007,1683.312007,1255.55688,60.40166,2.30568,43.91795,160.5650076,160.5650076,159.484422,0,0,1.080407391,21.19745061,2477.805359,0.02429769,19.013078280739666
India,2022,1425.423212,Asia Pacific,Asia Pacific,IND,1806.148277,1806.148277,1344.42346,46.17135,2.22979,46.19468,175.0866035,175.0866035,190.7904835,0,0,1.251909561,23.29310079,2600.401459,0.025405871,20.257311742296114
India,2023,1438.069596,Asia Pacific,Asia Pacific,IND,1918.972722,1918.972722,1445.44219,50.80027,2.51656,48.20443,149.4337999,149.4337999,221.2386714,0,0,1.336801039,23.00657684,2830.22972,0.027105986,19.316192828091697
India,2024,1450.935791,Asia Pacific,Asia Pacific,IND,2030.211609,2030.211609,1517.899247,56.44249053,2.661622156,54.70406,156.5281653,156.5281653,240.547512,0,0,1.428512488,22.24948581,2952.993543,0.028126541,19.558339413475398
Indonesia,1985,167.47285,Asia Pacific,Asia Pacific,IDN,16.369,16.369,5.211961603,1.814685209,6.575808788,0.0,2.7665444,2.7665444,0.0,0,0,0.0,0.0,86.48076263,0.008877527,16.9011204105321
Indonesia,1986,170.882249,Asia Pacific,Asia Pacific,IDN,18.415,18.415,5.349053289,1.862417382,6.748774128,0.0,4.4547552,4.4547552,0.0,0,0,0.0,0.0,90.81691086,0.009291145,24.190905240293244
Indonesia,1987,174.22963,Asia Pacific,Asia Pacific,IDN,20.72,20.72,6.183137464,2.152826316,7.80111842,0.0,4.5829178,4.5829178,0.0,0,0,0.0,0.0,98.78394383,0.009618241,22.11832915057915
Indonesia,1988,177.58581,Asia Pacific,Asia Pacific,IDN,24.807,24.807,7.576403932,2.63792967,9.558969798,0.0,5.0336966,5.0336966,0.0,0,0,0.0,0.0,104.10907,0.00996167,20.291436288144478
Indonesia,1989,180.946486,Asia Pacific,Asia Pacific,IDN,28.487,28.487,8.508919613,2.962610191,10.7355028,0.0,6.2799674,6.2799674,0.0,0,0,0.0,0.0,113.816838,0.010840384,22.04502896057851
Indonesia,1990,184.261442,Asia Pacific,Asia Pacific,IDN,33.11472,33.11472,9.76802,3.40076,12.32408,0.0,6.49244,6.49244,1.12742,0,0,0.002,1.12742,132.3829959,0.01172597,23.010492010803656
Indonesia,1991,187.556516,Asia Pacific,Asia Pacific,IDN,38.10263,38.10263,11.04635,4.34982,14.24383,0.0,7.40917,7.40917,1.05146,0,0,0.002,1.05146,143.1728994,0.01253264,22.204845177353903
Indonesia,1992,190.843062,Asia Pacific,Asia Pacific,IDN,40.28435,40.28435,11.36168,3.24939,14.94006,0.0,9.64548,9.64548,1.08574,0,0,0.002,1.08574,157.0391063,0.013522614,26.638682267431392
Indonesia,1993,194.126604,Asia Pacific,Asia Pacific,IDN,39.70743,39.70743,10.68136,4.31729,14.72373,0.0,8.89108,8.89108,1.09197,0,0,0.002,1.09197,169.1000373,0.014165156,25.14151633585956
Indonesia,1994,197.436321,Asia Pacific,Asia Pacific,IDN,45.92842,45.92842,12.80518,12.3335,11.20074,0.0,7.98294,7.98294,1.60391,0,0,0.00215,1.60391,176.6176935,0.014580541,20.873459178434615
Indonesia,1995,200.756203,Asia Pacific,Asia Pacific,IDN,54.12053,54.12053,14.36661,20.66654,8.57921,0.0,8.29314,8.29314,2.21253,0,0,0.0025,2.21253,193.4109992,0.015606105,19.411616996359786
Indonesia,1996,204.09663,Asia Pacific,Asia Pacific,IDN,58.86776,58.86776,16.67061,21.85554,9.17187,0.0,8.82437,8.82437,2.34287,0,0,0.0025,2.34287,205.6292777,0.016459494,18.970044044482073
Indonesia,1997,207.453279,Asia Pacific,Asia Pacific,IDN,70.69102,70.69102,20.47273,29.61548,12.00631,0.0,5.86562,5.86562,2.72838,0,0,0.0025,2.72838,230.5032959,0.017573609,12.157131132073069
Indonesia,1998,210.769318,Asia Pacific,Asia Pacific,IDN,76.69271,76.69271,22.43653,31.07327,9.53041,0.0,10.3635,10.3635,3.2865,0,0,0.0025,3.2865,228.4846052,0.017004599,17.79830182034251
Indonesia,1999,213.839365,Asia Pacific,Asia Pacific,IDN,83.97097,83.97097,26.3349,33.49757,9.81549,0.0,10.37978,10.37978,3.94073,0,0,0.0025,3.94073,247.0255321,0.018299476,17.05412001314264
Indonesia,2000,216.822878,Asia Pacific,Asia Pacific,IDN,93.3264,93.3264,34.002,31.929,12.504,0.0,10.016,10.016,4.8724,0,0,0.003,4.8724,264.2342254,0.019329676,15.95304222599393
Indonesia,2001,219.910151,Asia Pacific,Asia Pacific,IDN,101.6586,101.6586,37.713,33.087,13.165,0.0,11.655,11.655,6.0346,0,0,0.004,6.0346,286.8722986,0.020408638,17.40098722587169
Indonesia,2002,222.967653,Asia Pacific,Asia Pacific,IDN,108.2168,108.2168,42.929,29.26205341,19.84394659,0.0,9.933,9.933,6.2433,0,0,0.0055,6.2433,295.0103009,0.020683132,14.948048731805041
Indonesia,2003,225.048008,Asia Pacific,Asia Pacific,IDN,112.9754,112.9754,46.459,27.95416655,23.15383345,0.0,9.099,9.099,6.3019,0,0,0.0075,6.3019,333.1722189,0.022262093,13.632082736595756
Indonesia,2004,227.926649,Asia Pacific,Asia Pacific,IDN,120.1506,120.1506,48.211,26.76079374,28.82920626,0.0,9.674,9.674,6.6656,0,0,0.01,6.6656,323.5703844,0.021744747,13.599266254184334
Indonesia,2005,230.87165,Asia Pacific,Asia Pacific,IDN,127.5608,127.5608,51.825,21.69699803,36.68780197,0.0,10.725,10.725,6.615,0,0,0.011,6.615,333.6031374,0.022093709,13.593517757806472
Indonesia,2006,233.951652,Asia Pacific,Asia Pacific,IDN,133.1102,133.1102,58.667,23.94845024,34.18174976,0.0,9.623,9.623,6.674,0,0,0.016,6.674,352.7925258,0.022175775,12.243239060567863
Indonesia,2007,237.062338,Asia Pacific,Asia Pacific,IDN,142.44102,142.44102,63.902,24.80195759,35.39404241,0.0,11.286,11.286,7.03902,0,0,0.018,7.039,383.8905773,0.023487704,12.864987908679677
Indonesia,2008,240.157903,Asia Pacific,Asia Pacific,IDN,149.43654,149.43654,61.49334,27.76313214,40.28728786,0.0,11.52825,11.52825,8.336965,0,0,0.027565,8.336595,379.4424616,0.023453337,13.293412039652416
Indonesia,2009,243.220028,Asia Pacific,Asia Pacific,IDN,156.79722,156.79722,65.91335,40.39608483,29.74232517,0.0,11.38385,11.38385,9.330315,0,0,0.031295,9.326545,389.1360685,0.023789881,13.21079863533295
Indonesia,2010,246.305322,Asia Pacific,Asia Pacific,IDN,169.78624,169.78624,68.47707,38.82597414,35.57116586,0.0,17.45622,17.45622,9.40845,0,0,0.04736,9.40429,423.1105885,0.025424391,15.822642635822548
Indonesia,2011,249.470032,Asia Pacific,Asia Pacific,IDN,183.41873,183.41873,81.08997,39.16150082,41.15457918,0.0,12.4189,12.4189,9.57835,0,0,0.01543,9.57289,454.6414566,0.026517568,11.992913700798168
Indonesia,2012,252.698525,Asia Pacific,Asia Pacific,IDN,200.34014,200.34014,102.16626,48.9233279,26.7366521,0.0,12.79911,12.79911,9.68829,0,0,0.0265,9.68067,478.0213322,0.027597011,11.224610305253856
Indonesia,2013,255.852467,Asia Pacific,Asia Pacific,IDN,216.18856,216.18856,111.25151,58.04877,20.362,0.0,16.92278,16.92278,9.58312,0,0,0.02038,9.57752,441.9802908,0.025671977,12.26054699656633
Indonesia,2014,258.877399,Asia Pacific,Asia Pacific,IDN,228.55565,228.55565,119.53201,60.53723,23.03884,0.0,15.16129,15.16129,10.26851,0,0,0.01777,10.2617,451.818553,0.025818716,11.12630556278088
Indonesia,2015,261.799249,Asia Pacific,Asia Pacific,IDN,233.98198,233.98198,124.65749,54.13621,30.9109,0.0,13.74053,13.74053,10.527155,0,0,0.009695,10.518175,470.6143742,0.026078227,10.371604257729592
Indonesia,2016,264.627418,Asia Pacific,Asia Pacific,IDN,247.9178,247.9178,135.38033,61.7888,20.79903,0.0,18.67689,18.67689,11.26979,0,0,0.00296,11.24301,461.6953265,0.025633105,12.079277889687631
Indonesia,2017,267.346658,Asia Pacific,Asia Pacific,IDN,254.65998,254.65998,147.96445,55.83077,18.84849,0.0,18.63239,18.63239,13.38138,0,0,0.0025,13.35233,494.3080103,0.027250617,12.571182170044937
Indonesia,2018,269.951846,Asia Pacific,Asia Pacific,IDN,283.77097,283.77097,160.01287,57.44745,17.94524,0.0,21.63638,21.63638,26.72853,0,0,0.0005,26.44828,518.1154731,0.028425892,17.043642624895703
Indonesia,2019,272.489381,Asia Pacific,Asia Pacific,IDN,295.44928,295.44928,174.493,62.319,10.582,0.0,21.161,21.161,26.88378,0,0,0.0105,26.2815,557.4981721,0.029777968,16.2615999605753
Indonesia,2020,274.814866,Asia Pacific,Asia Pacific,IDN,291.82997,291.82997,180.869,51.276,6.764,0.0,24.325,24.325,28.57647,0,0,0.0195,27.9305,513.9982996,0.027723088,18.127497323184457
Indonesia,2021,276.758053,Asia Pacific,Asia Pacific,IDN,309.076,309.076,189.684,56.265,6.648,0.0,24.697,24.697,31.50412,0,0,0.27788,30.8745,525.380072,0.028573877,18.183592385044456
Indonesia,2022,278.830529,Asia Pacific,Asia Pacific,IDN,333.537,333.537,205.308,56.126,6.089,0.0,27.295,27.295,38.09773,0,0,0.62127,37.298,696.0268318,0.035495658,19.605839831862735
Indonesia,2023,281.190067,Asia Pacific,Asia Pacific,IDN,350.609,350.609,216.777,61.006,6.558,0.0,24.59,24.59,40.60437,0,0,1.07363,39.4105,696.4566907,0.035657328,18.594608238807336
Indonesia,2024,283.487931,Asia Pacific,Asia Pacific,IDN,375.1106758,375.1106758,228.43346,66.13618623,7.119588189,0.0,26.48670621,26.48670621,45.85929684,0,0,1.075438356,44.45213471,746.8754628,0.037902964,19.286575327590292
Iran,1985,49.582289,Middle East,Middle East,IRN,38.915,38.915,0.088,13.73663735,19.19136265,0.0,5.899,5.899,0.0,0,0,0.0,0.0,153.8164403,0.046754375,15.15867917255557
Iran,1986,51.446045,Middle East,Middle East,IRN,42.186,42.186,0.087,15.77131651,19.27768349,0.0,7.05,7.05,0.0,0,0,0.0,0.0,143.7502729,0.042214799,16.711705305077512
Iran,1987,53.323492,Middle East,Middle East,IRN,45.062,45.062,0.085,13.52833563,23.63266437,0.0,7.816,7.816,0.0,0,0,0.0,0.0,152.7110317,0.043664349,17.344991345257647
Iran,1988,55.072694,Middle East,Middle East,IRN,46.97,46.97,0.088,20.01602367,18.61997633,0.0,8.246,8.246,0.0,0,0,0.0,0.0,154.4011788,0.043115482,17.555886736214607
Iran,1989,56.704914,Middle East,Middle East,IRN,51.431,51.431,0.064,26.36057309,18.27442691,0.0,6.732,6.732,0.0,0,0,0.0,0.0,169.0896301,0.04577225,13.089381890299626
Iran,1990,58.380092,Middle East,Middle East,IRN,57.655,57.655,0.065,30.32203121,19.88696879,0.0,7.381,7.381,0.0,0,0,0.0,0.0,181.7744925,0.050027652,12.802011967739139
Iran,1991,59.986931,Middle East,Middle East,IRN,62.814,62.814,0.094,35.00195661,22.11104339,0.0,5.607,5.607,0.0,0,0,0.0,0.0,201.4711396,0.052825226,8.926353997516477
Iran,1992,61.184983,Middle East,Middle East,IRN,67.178,67.178,0.083,37.15930312,20.73169688,0.0,9.204,9.204,0.0,0,0,0.0,0.0,217.8354874,0.057274279,13.700913989699009
Iran,1993,61.403544,Middle East,Middle East,IRN,74.686,74.686,0.096,40.28365416,23.77334584,0.0,10.533,10.533,0.0,0,0,0.0,0.0,202.7083917,0.052809551,14.103044747342203
Iran,1994,61.520598,Middle East,Middle East,IRN,81.004,81.004,0.095,47.24839498,26.76460502,0.0,6.896,6.896,0.0,0,0,0.0,0.0,227.4282389,0.059028724,8.513159843958322
Iran,1995,62.205567,Middle East,Middle East,IRN,84.353,84.353,0.091,46.59963884,29.33936116,0.0,8.323,8.323,0.0,0,0,0.0,0.0,236.5901204,0.061226015,9.86686899102581
Iran,1996,62.8813,Middle East,Middle East,IRN,89.74,89.74,0.092,49.09434939,31.73965061,0.0,8.814,8.814,0.0,0,0,0.0,0.0,251.0539217,0.065888906,9.821707154000446
Iran,1997,63.639638,Middle East,Middle East,IRN,96.983,96.983,0.096,58.89236654,32.05363346,0.0,5.941,5.941,0.0,0,0,0.0,0.0,259.7671299,0.067097842,6.1258158646360705
Iran,1998,64.519859,Middle East,Middle East,IRN,102.385,102.385,0.112,71.75508695,23.02991305,0.0,7.488,7.488,0.0,0,0,0.0,0.0,267.8918745,0.068937289,7.313571323924403
Iran,1999,65.44539,Middle East,Middle East,IRN,110.088,110.088,0.417,77.15055998,27.34244002,0.0,5.143,5.143,0.035,0,0,0.0,0.0,289.5484635,0.073246501,4.703509919337258
Iran,2000,66.418659,Middle East,Middle East,IRN,119.348,119.348,0.484,81.5592427,33.4872573,0.0,3.781,3.781,0.0365,0,0,0.0,0.0,304.8922984,0.075696268,3.198629218755237
Iran,2001,67.452005,Middle East,Middle East,IRN,127.603,127.603,0.472,89.50114556,33.47415444,0.0,4.122,4.122,0.0337,0,0,0.0,0.0,323.8900275,0.079637511,3.2567416126580095
Iran,2002,68.011317,Middle East,Middle East,IRN,138.225,138.225,0.516,98.04048593,31.62621407,0.0,8.012,8.012,0.0303,0,0,0.0,0.0,350.9378883,0.086087493,5.818267317778984
Iran,2003,68.76934,Middle East,Middle East,IRN,151.645,151.645,0.472,109.8511391,31.70626089,0.0,9.588,9.588,0.0276,0,0,0.0,0.0,354.976214,0.086699977,6.340861881367667
Iran,2004,70.256316,Middle East,Middle East,IRN,162.755,162.755,0.476,114.6111301,35.68856993,0.0,11.933,11.933,0.0463,0,0,0.0,0.0,387.0860428,0.093871255,7.360326871678289
Iran,2005,71.828455,Middle East,Middle East,IRN,177.077,177.077,0.571,124.5844299,37.40267015,0.0,14.448,14.448,0.0709,0,0,0.0,0.0,409.0918799,0.097246691,8.199201477323424
Iran,2006,73.392747,Middle East,Middle East,IRN,193.43,193.43,0.564,125.1208599,49.11074014,0.0,18.509,18.509,0.1254,0,0,0.0,0.0,443.454521,0.104001749,9.63366592565786
Iran,2007,74.602648,Middle East,Middle East,IRN,203.131,203.131,0.575,138.7544046,45.70159543,0.0,17.959,17.959,0.141,0,0,0.0,0.0,469.5390932,0.108767842,8.91050602812963
Iran,2008,75.514204,Middle East,Middle East,IRN,210.48,210.48,0.39,135.0593445,67.39665547,0.0,7.438,7.438,0.196,0,0,0.0,0.0,488.6439324,0.110762244,3.6269479285442796
Iran,2009,76.457825,Middle East,Middle East,IRN,221.807,221.807,0.376,149.4134815,65.06631854,0.0,6.723,6.723,0.2282,0,0,0.0,0.0017,493.5733219,0.112028338,3.133895684085714
Iran,2010,77.420842,Middle East,Middle East,IRN,235.681,235.681,0.353,173.8509722,51.04517078,0.0,10.252,10.252,0.1799,0,0,-4.3e-05,0.0102,504.3865526,0.114313069,4.426279589784497
Iran,2011,78.383598,Middle East,Middle East,IRN,235.588,235.588,0.425,142.3318906,81.80536945,0.107081967,10.684,10.684,0.2347,0,0,-4.2e-05,0.022,516.244995,0.117305454,4.634658811144879
Iran,2012,79.37058,Middle East,Middle East,IRN,248.756,248.756,0.4,156.3553374,77.74067872,1.451704918,12.502,12.502,0.3063,0,0,-2.1e-05,0.0226,521.8245159,0.116741125,5.148941131068196
Iran,2013,80.414686,Middle East,Middle East,IRN,258.852,258.852,0.459,137.6857749,101.588856,4.255377049,14.624,14.624,0.239,0,0,-8e-06,0.0193,542.7888049,0.119720405,5.741891119249611
Iran,2014,81.502045,Middle East,Middle East,IRN,275.628,275.628,0.53,191.9975367,64.27964414,4.069508197,14.504,14.504,0.2473,0,0,1.1e-05,0.0466,552.2682007,0.123106493,5.351887326396447
Iran,2015,82.619362,Middle East,Middle East,IRN,280.238,280.238,0.462,206.6059747,56.26385102,3.495344262,13.252,13.252,0.1588,0,0,3e-05,0.0163,546.9181544,0.120388837,4.785503750383603
Iran,2016,83.812228,Middle East,Middle East,IRN,286.143,286.143,0.488,225.3149874,38.26096643,6.474284153,15.422,15.422,0.1828,0,0,-3.8e-05,0.0218,567.1519022,0.125442869,5.453497027709922
Iran,2017,85.026754,Middle East,Middle East,IRN,305.164,305.164,0.688508,252.4992468,27.35839359,6.957606557,17.232,17.232,0.428245,0,0,0.0,0.02444,575.7545196,0.128022616,5.787132492692454
Iran,2018,86.117998,Middle East,Middle East,IRN,312.35,312.35,0.641561,266.2906331,27.69817287,6.885377049,9.838,9.838,0.996256,0,0,0.0,0.02444,602.2650299,0.130506801,3.4686268608932287
Iran,2019,87.051648,Middle East,Middle East,IRN,318.885,318.885,0.813769,244.5088695,32.04356864,6.41063388,33.865,33.865,1.243159,0,0,0.0,0.010686,629.2376982,0.13635085,11.009661476707905
Iran,2020,87.723443,Middle East,Middle East,IRN,337.219,337.219,0.799815,268.2343993,36.91728063,6.330295082,23.205,23.205,1.73221,0,0,0.0,0.022342,654.7743638,0.140406615,7.394959951841384
Iran,2021,88.455488,Middle East,Middle East,IRN,356.412,356.412,0.729588,302.1826184,34.36358762,3.536579235,13.827,13.827,1.772626704,0,0,0.0,0.022341,671.9020748,0.137373373,4.376852267600418
Iran,2022,89.524246,Middle East,Middle East,IRN,367.073,367.073,0.71153,313.4242436,30.59445757,6.566142077,14.004,14.004,1.772626704,0,0,0.0,0.022341,692.9295761,0.140346678,4.297953459938487
Iran,2023,90.608707,Middle East,Middle East,IRN,382.017902,382.017902,0.713972083,321.9588356,27.98242406,6.635147541,22.81529137,22.81529137,1.912231425,0,0,0.0,0.022341,709.4202068,0.142877816,6.4728701627705405
Iran,2024,91.567738,Middle East,Middle East,IRN,395.7856924,395.7856924,0.729299062,340.0490467,26.60644744,7.345410546,18.8732515,18.8732515,2.182237113,0,0,0.0,0.034380088,709.03986,0.141132999,5.3199216185208416
Italy,1985,56.855501,Europe,Europe,ITA,185.74,185.74,30.023,24.712,76.174,7.024,41.092,41.092,2.836,0,0,3.879,2.836,354.3900704,0.103630731,23.650263809626356
Italy,1986,56.875988,Europe,Europe,ITA,192.33,192.33,31.004,26.871,77.483,8.758,41.096,41.096,3.025,0,0,4.093,3.025,362.5543817,0.106400341,22.94025892996412
Italy,1987,56.891926,Europe,Europe,ITA,201.372,201.372,33.035,31.732,89.941,0.174,39.505,39.505,3.243,0,0,3.742,3.243,378.1589431,0.109538659,21.228373358758915
Italy,1988,56.928751,Europe,Europe,ITA,203.561,203.561,33.897,32.42,89.702,0.0,40.676,40.676,3.339,0,0,3.527,3.339,383.8487845,0.112165797,21.622511188292453
Italy,1989,56.976755,Europe,Europe,ITA,210.75,210.75,31.867,34.407,102.784,0.0,34.057,34.057,3.336020202,0,0,4.298979798,3.332,403.2167705,0.115306662,17.742832836061687
Italy,1990,57.031454,Europe,Europe,ITA,216.6,216.6,35.594,39.082,102.719,0.0,31.626,31.626,3.276919192,0,0,4.302080808,3.271,491.9990117,0.135855293,16.113997780240076
Italy,1991,57.075394,Europe,Europe,ITA,221.816,221.816,32.011,35.87,104.287,0.0,42.239,42.239,3.299878788,0,0,4.109121212,3.292,465.0678938,0.131870806,20.53002433909186
Italy,1992,57.12499,Europe,Europe,ITA,226.254,226.254,24.814,35.168,116.02,0.0,42.2,42.2,3.566919192,0,0,4.485080808,3.556,466.4522841,0.132408576,20.22811494691807
Italy,1993,57.170764,Europe,Europe,ITA,222.802,222.802,20.074,39.596,113.919,0.0,41.425,41.425,3.797838384,0,0,3.990161616,3.783,460.1856189,0.130274724,20.29732156084775
Italy,1994,57.420138,Europe,Europe,ITA,231.813,231.813,22.883,40.404,116.312,0.0,44.658,44.658,3.581717172,0,0,3.974282828,3.564,456.4484998,0.129415501,20.809754919698207
